hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,24,2015,October,43,18,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,75.08,0,1,Check-Out,2015-10-23
City Hotel,1,103,2017,January,1,6,1,2,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,104,0,2,Canceled,2017-01-02
City Hotel,1,196,2017,March,10,9,2,5,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,4,No Deposit,9,NULL,0,Transient,105.3,0,3,No-Show,2017-03-09
City Hotel,0,16,2017,January,3,19,0,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98,0,0,Check-Out,2017-01-20
City Hotel,1,398,2016,August,33,11,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
City Hotel,0,21,2016,October,41,2,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129,0,1,Check-Out,2016-10-05
Resort Hotel,0,183,2016,April,16,16,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,NULL,0,Transient-Party,54.5,0,0,Check-Out,2016-04-18
City Hotel,0,292,2016,July,30,21,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,115,0,0,Check-Out,2016-07-23
City Hotel,0,253,2017,July,29,21,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient-Party,99.9,0,0,Check-Out,2017-07-24
City Hotel,1,270,2017,July,27,7,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,154.8,0,1,Canceled,2017-03-27
Resort Hotel,0,33,2016,March,13,26,0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,133,1,1,Check-Out,2016-03-27
City Hotel,0,168,2016,May,23,29,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,132.3,1,3,Check-Out,2016-05-30
Resort Hotel,0,25,2015,July,30,25,2,3,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,158.77,0,2,Check-Out,2015-07-30
City Hotel,0,196,2017,August,33,19,2,5,2,0,0,HB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,149.79,0,3,Check-Out,2017-08-26
Resort Hotel,1,0,2015,December,52,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,240,NULL,0,Transient,55,0,0,No-Show,2015-12-25
Resort Hotel,0,12,2016,October,41,8,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,F,G,0,No Deposit,250,NULL,0,Transient,120,0,0,Check-Out,2016-10-09
Resort Hotel,0,133,2016,July,29,14,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,106.55,0,0,Check-Out,2016-07-24
City Hotel,0,265,2016,June,26,24,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,115,0,1,Check-Out,2016-06-26
City Hotel,0,3,2016,February,8,14,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,82,0,0,Check-Out,2016-02-17
Resort Hotel,0,60,2017,April,16,17,3,6,1,0,0,BB,ITA,Groups,Corporate,0,0,0,A,A,2,No Deposit,NULL,307,0,Transient-Party,85,1,0,Check-Out,2017-04-26
City Hotel,0,2,2016,June,25,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,D,D,0,No Deposit,NULL,219,0,Transient,119,1,1,Check-Out,2016-06-16
Resort Hotel,0,211,2016,May,20,14,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,NULL,0,Transient-Party,54.5,0,0,Check-Out,2016-05-16
City Hotel,0,57,2016,June,24,10,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,75.33,0,1,Check-Out,2016-06-13
City Hotel,0,17,2017,February,8,19,2,3,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,NULL,0,Transient,177.31,0,0,Check-Out,2017-02-24
Resort Hotel,0,124,2016,June,26,21,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,122.86,0,2,Check-Out,2016-06-28
Resort Hotel,1,112,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,2016-02-05
City Hotel,0,4,2017,February,8,19,2,0,1,0,0,BB,HRV,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,107,0,Transient,80,0,0,Check-Out,2017-02-21
Resort Hotel,0,0,2017,January,4,23,1,1,2,0,0,BB,NULL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,45.6,0,1,Check-Out,2017-01-25
Resort Hotel,1,120,2016,February,9,27,2,6,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,31.59,0,0,Canceled,2016-01-04
City Hotel,1,35,2017,August,32,8,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0,Canceled,2017-07-07
Resort Hotel,0,0,2016,February,6,1,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,D,0,No Deposit,3,NULL,0,Transient,25,0,1,Check-Out,2016-02-02
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,2016-03-27
City Hotel,1,418,2016,September,40,26,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,NULL,223,Transient-Party,75,0,0,Canceled,2016-09-02
Resort Hotel,0,13,2017,June,23,6,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,534,0,Transient-Party,90,0,0,Check-Out,2017-06-07
Resort Hotel,0,1,2015,September,37,7,1,2,2,0,0,BB,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,131,0,0,Check-Out,2015-09-10
City Hotel,1,87,2015,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,170,0,0,Canceled,2015-09-09
Resort Hotel,0,5,2017,May,18,1,1,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient,77,1,0,Check-Out,2017-05-02
City Hotel,1,175,2017,May,20,19,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,44,NULL,0,Transient,90,0,0,Canceled,2016-11-25
Resort Hotel,0,99,2015,September,38,15,0,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient,55.79,0,0,Check-Out,2015-09-20
City Hotel,1,277,2016,November,46,7,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,100,0,0,Canceled,2016-04-04
City Hotel,0,52,2016,December,53,29,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,122.4,0,1,Check-Out,2017-01-01
City Hotel,0,151,2017,March,12,20,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,95,0,0,Check-Out,2017-03-22
City Hotel,0,279,2017,April,17,24,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.8,0,1,Check-Out,2017-04-27
City Hotel,0,14,2016,August,34,15,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,166,0,1,Check-Out,2016-08-17
Resort Hotel,0,10,2015,July,29,16,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,184,1,0,Check-Out,2015-07-19
City Hotel,1,72,2016,March,13,26,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,96,0,0,Canceled,2016-02-09
Resort Hotel,1,275,2015,October,41,4,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,26,0,A,A,0,Non Refund,208,NULL,0,Transient,50,0,0,Canceled,2015-01-30
City Hotel,1,132,2017,April,17,25,0,0,0,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,K,1,No Deposit,9,NULL,0,Transient,0,0,3,Canceled,2017-04-25
Resort Hotel,0,220,2016,September,40,25,2,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,59.75,0,0,Check-Out,2016-10-02
City Hotel,1,105,2015,July,28,8,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,76.5,0,1,Canceled,2015-04-05
City Hotel,1,10,2017,January,3,21,1,1,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,185,0,1,Canceled,2017-01-15
Resort Hotel,0,103,2015,August,35,24,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,154,0,2,Check-Out,2015-08-26
City Hotel,0,164,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19,NULL,0,Transient-Party,100,0,0,Check-Out,2015-10-04
City Hotel,1,239,2015,October,42,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,2015-08-17
City Hotel,1,11,2016,November,45,5,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,140,0,1,Canceled,2016-10-28
City Hotel,0,1,2016,June,25,18,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,168,1,2,Check-Out,2016-06-19
Resort Hotel,0,343,2016,September,39,21,0,4,2,0,0,HB,PRT,Corporate,Corporate,1,0,1,A,E,2,No Deposit,183,NULL,0,Transient-Party,61.5,0,0,Check-Out,2016-09-25
City Hotel,0,2,2017,January,3,21,0,1,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,88,0,0,Check-Out,2017-01-22
City Hotel,1,106,2015,December,50,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,57,Transient,75,0,0,Canceled,2015-10-21
City Hotel,0,42,2016,November,45,2,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,NULL,0,Transient,88,0,2,Check-Out,2016-11-04
City Hotel,0,3,2016,February,6,5,0,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,111,0,2,Check-Out,2016-02-07
Resort Hotel,1,22,2017,January,2,14,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,242,NULL,0,Transient,69.35,0,1,Canceled,2017-01-10
Resort Hotel,0,129,2015,August,32,6,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,NULL,NULL,0,Transient-Party,126,0,1,Check-Out,2015-08-09
City Hotel,0,77,2016,November,47,19,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,93.6,0,1,Check-Out,2016-11-21
City Hotel,1,125,2017,April,15,15,1,1,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,103.5,0,1,Canceled,2017-02-12
City Hotel,0,42,2016,March,13,22,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,88.2,0,0,Check-Out,2016-03-23
Resort Hotel,0,12,2015,December,51,13,1,0,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,2015-12-14
City Hotel,1,22,2017,April,17,29,0,1,3,0,0,BB,EST,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,9,NULL,0,Transient,215,0,0,Canceled,2017-04-22
Resort Hotel,0,18,2016,October,43,17,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,81,1,0,Check-Out,2016-10-21
City Hotel,0,115,2017,August,34,20,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,NULL,0,Transient-Party,125,0,2,Check-Out,2017-08-23
City Hotel,0,13,2016,March,13,20,1,0,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220,NULL,0,Transient-Party,85,0,1,Check-Out,2016-03-21
City Hotel,0,7,2017,May,19,11,0,1,1,0,0,BB,FRA,Corporate,Corporate,1,1,2,D,D,0,No Deposit,NULL,91,0,Transient,110,0,0,Check-Out,2017-05-12
City Hotel,1,137,2017,April,15,15,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135,0,1,Canceled,2017-02-21
City Hotel,1,349,2015,October,40,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
City Hotel,1,100,2016,January,2,6,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,NULL,0,Contract,99,0,1,Canceled,2015-10-02
City Hotel,0,63,2016,November,48,21,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,88.4,0,3,Check-Out,2016-11-26
City Hotel,0,164,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19,NULL,0,Transient-Party,100,0,0,Check-Out,2015-10-04
Resort Hotel,0,1,2016,January,5,26,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,40,0,1,Check-Out,2016-01-27
City Hotel,0,9,2017,March,10,8,0,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,101.33,0,1,Check-Out,2017-03-11
Resort Hotel,1,185,2016,January,5,28,2,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,32.4,0,3,Canceled,2015-07-28
Resort Hotel,0,2,2016,March,14,30,0,1,1,0,0,BB,NULL,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,154,0,Transient,27,0,0,Check-Out,2016-03-31
City Hotel,0,67,2016,March,12,13,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,49.09,0,1,Check-Out,2016-03-17
City Hotel,0,5,2017,July,30,25,0,1,1,0,0,BB,FRA,Corporate,Corporate,1,1,4,A,A,0,No Deposit,NULL,91,0,Transient,80,0,0,Check-Out,2017-07-26
Resort Hotel,0,49,2017,April,14,8,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40,NULL,0,Contract,70.4,0,1,Check-Out,2017-04-15
Resort Hotel,1,201,2017,June,24,12,2,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,11,NULL,0,Transient,80.19,0,0,Canceled,2017-01-31
City Hotel,0,346,2016,September,38,13,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,115,0,1,Check-Out,2016-09-15
City Hotel,0,42,2017,July,27,6,0,1,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,1,Check-Out,2017-07-07
City Hotel,1,434,2017,June,22,3,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0,Canceled,2017-05-05
City Hotel,0,20,2015,September,38,14,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,105,0,2,Check-Out,2015-09-18
City Hotel,0,41,2017,April,17,26,0,2,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,1,No Deposit,NULL,280,0,Transient-Party,110,0,0,Check-Out,2017-04-28
City Hotel,0,196,2016,August,32,1,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,1,0,Check-Out,2016-08-02
City Hotel,0,1,2017,August,31,2,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,D,D,0,No Deposit,NULL,219,0,Transient,95,0,2,Check-Out,2017-08-03
City Hotel,1,219,2015,September,36,4,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,80,0,0,Canceled,2015-06-27
City Hotel,1,18,2017,March,11,12,2,2,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,102.43,0,0,Canceled,2017-03-03
City Hotel,0,201,2017,August,35,28,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126,0,0,Check-Out,2017-09-01
Resort Hotel,1,106,2017,June,26,26,1,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,120,0,1,Canceled,2017-03-14
Resort Hotel,1,185,2016,August,34,20,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,185,0,0,Canceled,2016-05-12
City Hotel,0,243,2015,September,39,20,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,NULL,0,Transient-Party,89.2,0,0,Check-Out,2015-09-24
City Hotel,0,106,2017,June,25,19,1,3,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1,Check-Out,2017-06-23
City Hotel,0,157,2016,August,33,10,0,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,155.7,0,2,Check-Out,2016-08-12
City Hotel,1,71,2016,May,20,10,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58,NULL,0,Transient-Party,90,0,0,Canceled,2016-05-06
Resort Hotel,0,17,2016,October,44,24,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,65,0,2,Check-Out,2016-10-28
Resort Hotel,0,173,2016,August,34,15,1,3,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196,NULL,0,Transient,143,0,0,Check-Out,2016-08-19
City Hotel,0,191,2016,October,43,20,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,96.3,0,1,Check-Out,2016-10-22
City Hotel,0,2,2016,January,4,19,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80,0,1,Check-Out,2016-01-23
City Hotel,0,3,2016,July,29,11,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,NULL,40,0,Transient,65,0,1,Check-Out,2016-07-13
City Hotel,0,0,2017,February,8,23,0,1,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,152,NULL,0,Transient,58.31,0,0,Check-Out,2017-02-24
City Hotel,1,393,2017,April,16,22,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0,Canceled,2016-04-17
Resort Hotel,0,58,2015,September,40,30,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,44.27,0,1,Check-Out,2015-10-07
Resort Hotel,1,12,2016,June,24,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,109,0,0,Canceled,2016-05-27
Resort Hotel,0,167,2016,July,28,6,3,9,2,1,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71,NULL,0,Transient,160,0,1,Check-Out,2016-07-18
City Hotel,1,348,2017,June,22,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient,90,0,0,Canceled,2017-05-16
City Hotel,0,122,2016,May,19,5,2,4,0,0,0,SC,PRT,Online TA,TA/TO,0,0,0,E,K,3,No Deposit,11,NULL,0,Transient,50.87,0,0,Check-Out,2016-05-11
Resort Hotel,0,41,2016,May,23,31,0,1,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,NULL,251,0,Transient,78,0,0,Check-Out,2016-06-01
City Hotel,0,10,2016,September,40,29,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,147.88,0,2,Check-Out,2016-09-30
Resort Hotel,0,40,2016,March,14,29,0,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,56.58,1,2,Check-Out,2016-04-03
City Hotel,0,5,2016,April,17,17,2,1,2,1,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86,NULL,0,Transient,95.2,0,0,Check-Out,2016-04-20
City Hotel,0,237,2016,October,42,12,0,4,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,107.53,0,1,Check-Out,2016-10-16
City Hotel,0,2,2016,June,25,14,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,104,0,0,Check-Out,2016-06-15
City Hotel,1,136,2016,September,40,30,1,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,154.8,0,0,Canceled,2016-07-19
Resort Hotel,0,56,2016,August,34,17,1,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient-Party,203,1,0,Check-Out,2016-08-22
City Hotel,0,39,2017,August,31,2,0,3,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,153,0,3,Check-Out,2017-08-05
City Hotel,0,169,2016,August,34,18,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,97.54,0,2,Check-Out,2016-08-20
City Hotel,0,2,2016,June,23,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,141,0,1,Check-Out,2016-06-05
Resort Hotel,1,0,2016,May,21,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,NULL,NULL,0,Transient,82,0,0,Canceled,2016-05-19
City Hotel,0,109,2015,August,32,4,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,68,0,2,Check-Out,2015-08-06
City Hotel,1,53,2016,November,45,2,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1,Canceled,2016-09-24
City Hotel,1,146,2016,March,14,30,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,86,NULL,28,Transient,80,0,0,Canceled,2015-12-03
City Hotel,0,99,2017,May,18,4,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135,0,2,Check-Out,2017-05-08
City Hotel,0,0,2017,March,10,6,1,0,2,0,0,BB,BRA,Complementary,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,0,0,0,Check-Out,2017-03-07
City Hotel,0,60,2015,September,39,21,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,20,NULL,0,Transient-Party,49.5,0,0,Check-Out,2015-09-23
City Hotel,0,12,2016,October,44,26,0,1,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,130,0,0,Check-Out,2016-10-27
City Hotel,0,16,2016,October,45,31,1,3,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,161,0,0,Check-Out,2016-11-04
City Hotel,0,81,2016,March,14,27,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,96.3,0,0,Check-Out,2016-03-28
City Hotel,0,25,2015,September,38,13,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,75.6,0,0,Check-Out,2015-09-18
City Hotel,0,57,2017,January,4,24,2,8,3,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.9,0,0,Check-Out,2017-02-03
Resort Hotel,0,352,2017,May,21,25,2,5,2,0,1,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6,NULL,0,Group,121,0,1,Check-Out,2017-06-01
City Hotel,1,318,2015,August,36,31,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
City Hotel,1,153,2017,June,25,21,0,4,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,NULL,348,0,Transient,110,0,0,Canceled,2017-01-19
City Hotel,0,11,2016,October,41,3,1,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,130.9,0,1,Check-Out,2016-10-05
